price,volume,time,buy/sell,market/limit,misc
2702.28000,0.25000000,2025-02-15 18:51:09.539494514,b,m,
2702.30000,0.11118683,2025-02-15 18:51:09.539494514,b,m,
2702.11000,0.00355083,2025-02-15 18:51:49.135494709,b,m,
2702.12000,0.25000000,2025-02-15 18:51:49.135494709,b,m,
2702.13000,0.07449596,2025-02-15 18:51:49.135494709,b,m,
2702.03000,0.01154960,2025-02-15 18:53:08.270235538,s,m,
2702.02000,0.62277560,2025-02-15 18:53:08.270235538,s,m,
2702.43000,0.00654509,2025-02-15 18:53:22.848594666,s,l,
2702.91000,0.25000000,2025-02-15 18:59:42.364455700,b,m,
2702.92000,0.04415517,2025-02-15 18:59:42.364455700,b,m,
2704.80000,0.00182125,2025-02-15 19:00:45.054486275,b,l,
2704.07000,0.01156699,2025-02-15 19:04:47.757410526,s,l,
2704.06000,0.07843301,2025-02-15 19:04:47.757410526,s,l,
2704.37000,0.01158941,2025-02-15 19:09:17.925757647,s,m,
2704.36000,15.07348597,2025-02-15 19:09:17.925757647,s,m,
2701.95000,0.01161738,2025-02-15 19:14:33.836252928,s,m,
2701.94000,0.01890843,2025-02-15 19:14:33.836252928,s,m,
2699.82000,0.00719997,2025-02-15 19:16:01.225587606,b,l,
2699.83000,0.06507387,2025-02-15 19:16:01.225587606,b,l,
2699.79000,0.00721783,2025-02-15 19:16:02.514457703,b,m,
2699.80000,0.03412643,2025-02-15 19:16:02.514457703,b,m,
2699.77000,0.00717986,2025-02-15 19:16:04.295661211,b,m,
2700.32000,0.06601642,2025-02-15 19:16:04.295661211,b,m,
2700.18000,0.00594206,2025-02-15 19:16:04.883047342,s,m,
2700.07000,0.01163918,2025-02-15 19:16:49.281995773,s,l,
2700.06000,0.03836082,2025-02-15 19:16:49.281995773,s,l,
2700.18000,0.00594226,2025-02-15 19:16:52.437046051,s,m,
2702.66000,0.08955566,2025-02-15 19:20:29.868016958,s,m,
2703.15000,0.05000000,2025-02-15 19:21:18.774338961,s,l,
2702.66000,0.00665888,2025-02-15 19:21:26.937381268,b,l,
2702.66000,0.00724923,2025-02-15 19:21:27.854473591,b,l,
2702.98000,0.00976790,2025-02-15 19:21:27.854473591,b,l,
2703.09000,0.01163729,2025-02-15 19:22:08.102979660,s,l,
2703.08000,0.14836271,2025-02-15 19:22:08.102979660,s,l,
2703.49000,0.00595278,2025-02-15 19:22:16.313786030,b,m,
2703.49000,0.00665807,2025-02-15 19:22:21.371745110,b,l,
2703.49000,0.00044342,2025-02-15 19:26:21.566344023,b,l,
2704.12000,0.00693488,2025-02-15 19:28:34.535225868,b,m,
2704.29000,0.77200000,2025-02-15 19:28:34.535225868,b,m,
