price,volume,time,buy/sell,market/limit,misc
0.77443400,187.80369739,2025-02-16 02:49:50.163023472,s,m,
0.77436200,231.95996471,2025-02-16 02:49:50.163023472,s,m,
0.77435000,18.84475463,2025-02-16 02:49:58.952301979,s,l,
0.77400000,115.00000000,2025-02-16 02:51:10.946470261,s,l,
0.77403200,230.93760148,2025-02-16 02:52:14.546755791,b,m,
0.77356700,6.72734900,2025-02-16 02:52:34.186243296,s,l,
0.77327300,34.23898000,2025-02-16 02:54:59.545968056,b,m,
0.77408500,54.76408748,2025-02-16 02:57:06.057150364,b,l,
0.77442200,39.28728204,2025-02-16 02:58:32.781352043,b,l,
0.77442700,61.83054729,2025-02-16 03:00:05.328480244,s,m,
0.77439700,40.65482406,2025-02-16 03:02:35.167868853,b,l,
0.77517200,54.72249510,2025-02-16 03:03:25.289481163,b,l,
0.77517900,54.71355450,2025-02-16 03:03:25.289481163,b,l,
0.77543300,57.36204380,2025-02-16 03:05:27.701694012,b,l,
0.77550700,28.91114880,2025-02-16 03:05:30.372545958,b,l,
0.77553700,13.49775077,2025-02-16 03:05:32.516601801,b,l,
0.77554300,32.80751097,2025-02-16 03:05:32.516601801,b,l,
0.77486000,2094.86882800,2025-02-16 03:10:57.017358541,s,m,
0.77485900,990.00000000,2025-02-16 03:10:57.017358541,s,m,
0.77483700,3226.00533331,2025-02-16 03:10:57.017358541,s,m,
0.77483700,3226.00533331,2025-02-16 03:10:57.017358541,s,m,
0.77478300,3226.23013260,2025-02-16 03:10:57.017358541,s,m,
0.77478100,972.10000000,2025-02-16 03:10:57.017358780,s,m,
0.77466400,4517.41121067,2025-02-16 03:10:57.017358780,s,m,
0.77465300,236.25439586,2025-02-16 03:10:57.017358780,s,m,
0.77452400,5876.59157689,2025-02-16 03:10:57.017358780,s,m,
0.77451700,9172.41831546,2025-02-16 03:10:57.017358780,s,m,
0.77541200,2102.15475304,2025-02-16 03:12:13.398249865,s,m,
0.77541100,800.00000000,2025-02-16 03:12:13.398249865,s,m,
0.77540000,3223.66299100,2025-02-16 03:12:13.398249865,s,m,
0.77540000,3223.66299100,2025-02-16 03:12:13.398249865,s,m,
0.77540000,3223.66299100,2025-02-16 03:12:13.398249865,s,m,
0.77539200,4296.43744768,2025-02-16 03:12:13.398249865,s,m,
0.77399700,7.75196803,2025-02-16 03:20:39.396712780,s,l,
0.77323100,47.21143700,2025-02-16 03:24:26.391707897,b,l,
0.77246900,15.66136450,2025-02-16 03:32:58.887639761,s,l,
0.77223500,31.00529074,2025-02-16 03:33:01.224307299,s,m,
0.77223500,46.69126537,2025-02-16 03:36:25.333991528,s,l,
0.77304200,50.99963505,2025-02-16 03:37:32.287373066,b,l,
0.77316700,7.00746974,2025-02-16 03:37:56.637499571,b,l,
0.77324000,9.58120546,2025-02-16 03:39:05.312641621,b,l,
0.77324900,66.55455883,2025-02-16 03:39:05.312641621,b,l,
0.77359500,36.70190685,2025-02-16 03:39:44.027865648,b,l,
0.77398000,50.90864862,2025-02-16 03:40:23.227373838,b,l,
0.77422400,26.42029894,2025-02-16 03:40:26.921082973,b,l,
0.77425700,49.60481188,2025-02-16 03:40:29.496604204,b,l,
0.77438400,14.79568822,2025-02-16 03:40:50.112575054,b,l,
0.77438900,21.23849166,2025-02-16 03:40:50.112575054,b,l,
0.77441000,56.13024920,2025-02-16 03:40:52.494480848,b,l,
0.77464800,49.58315896,2025-02-16 03:41:39.795202017,b,l,
0.77484900,17.30782938,2025-02-16 03:41:42.222879648,b,l,
0.77528200,9.03401824,2025-02-16 03:41:44.671629906,b,m,
0.77530900,6.99363873,2025-02-16 03:43:03.206540823,b,l,
0.77560800,23.81089753,2025-02-16 03:48:49.239209652,b,l,
0.77579600,14.73551068,2025-02-16 03:50:43.786491156,b,l,
0.77583900,40.51608661,2025-02-16 03:50:54.570306540,b,l,
0.77588800,32.73544298,2025-02-16 03:50:58.453042746,b,l,
0.77599200,23.80910231,2025-02-16 03:51:00.764109850,b,l,
0.77637800,636.10389808,2025-02-16 03:51:02.335177422,b,m,
0.77637900,340.03610192,2025-02-16 03:51:02.335177422,b,m,
0.77596600,171.94889843,2025-02-16 03:58:52.305587530,b,l,
0.77622300,571.28667047,2025-02-16 03:58:58.318394184,b,l,
0.77623900,34.04722820,2025-02-16 03:59:22.964392424,b,l,
0.77632300,509.16663968,2025-02-16 03:59:53.339505434,b,l,
0.77649600,31.48469606,2025-02-16 03:59:59.800108671,b,l,
0.77651500,37.88419210,2025-02-16 04:00:01.987414598,b,l,
0.77673300,17.34637043,2025-02-16 04:00:04.586134672,b,l,
0.77674300,10.84742135,2025-02-16 04:00:04.586134672,b,l,
0.77639200,2134.78986302,2025-02-16 04:01:04.131248712,s,l,
0.77677800,5000.00000000,2025-02-16 04:01:48.626716137,s,l,
0.77691000,2136.40712337,2025-02-16 04:02:34.062424898,b,l,
0.77691000,2136.41976872,2025-02-16 04:02:53.285415411,b,l,
0.77696500,2136.37882747,2025-02-16 04:02:57.786458015,b,l,
0.77715500,57.13791836,2025-02-16 04:03:05.646588087,b,l,
0.77716500,2136.33023387,2025-02-16 04:03:08.321134806,b,l,
0.77717700,2136.37339462,2025-02-16 04:03:11.104482651,b,l,
0.77719400,19.89613081,2025-02-16 04:03:13.542549849,b,l,
0.77722100,25.00013248,2025-02-16 04:03:15.659816265,b,l,
0.77734500,52.04424338,2025-02-16 04:03:21.456652880,b,l,
0.77744100,2135.49705425,2025-02-16 04:03:32.062338829,b,l,
0.77769600,30.16567094,2025-02-16 04:04:04.026357651,b,l,
0.77771900,2020.51172069,2025-02-16 04:04:07.549978971,b,l,
0.77779100,27.53868915,2025-02-16 04:04:10.140657663,b,l,
0.77780900,37.83865412,2025-02-16 04:04:12.173175573,b,l,
0.77786100,18.55450313,2025-02-16 04:04:13.617684126,b,l,
0.77813700,50.69448640,2025-02-16 04:04:14.218062162,b,l,
0.77873000,1717.93101069,2025-02-16 04:04:42.591424704,b,l,
0.77912200,1431.98959298,2025-02-16 04:04:47.703567028,b,l,
